street_name,Latitude,Longitude
WOODLANDS DRIVE 71,1.4403221000000002,103.79983680000001
JURONG WEST ST 51,1.3463031,103.7213807
ANG MO KIO ST 21,1.3675918,103.83584599999999
TESSENSOHN RD,1.3135415000000001,103.8543561
KLANG LANE,1.3084848,103.8522978
CLEMENTI ST 14,1.3233639,103.7690765
SIMS PL,1.3158586,103.87836300000001
WHAMPOA STH,1.3241061,103.8670139
KIM PONG RD,1.2855469,103.8301137
CLEMENTI ST 12,1.3229030000000002,103.7700876
PUNGGOL WAY,1.4000629999999998,103.8959395
FRENCH RD,1.3071728,103.8613904
GLOUCESTER RD,1.3134546,103.8515408
MOULMEIN RD,1.3190365,103.8435782
AH HOOD RD,1.3265139,103.8448408
TAMPINES CENTRAL 1,1.3531378,103.94312359999999
YISHUN ST 31,1.4318285,103.8463908
YISHUN CENTRAL 1,1.4287265,103.836962
ANG MO KIO AVE 2,1.3745184,103.8331708
TECK WHYE CRES,1.3820016000000002,103.754915
JALAN DUA,1.309022,103.8876286
KRETA AYER RD,1.2808295,103.84259709999999
MONTREAL LINK,1.4501391000000001,103.8275065
LIM LIAK ST,1.2852298999999998,103.830155
UPPER SERANGOON CRES,1.3753303,103.8996978
SUMANG LINK,1.4091208999999998,103.9022329
SENGKANG EAST AVE,1.3816662,103.90347940000001
YISHUN AVE 1,1.4099855,103.8297553
ANCHORVALE CRES,1.3966433,103.8930017
YUNG KUANG RD,1.3314606000000002,103.7246189
ANCHORVALE ST,1.3968777,103.891871
TAMPINES CENTRAL 8,1.3567971,103.9406747
YISHUN ST 51,1.4163608,103.84023459999999
UPPER SERANGOON VIEW,1.3749246000000002,103.9007286
TAMPINES AVE 1,1.348983,103.9286381
BEDOK RESERVOIR CRES,1.336141,103.92028959999999
ANG MO KIO ST 61,1.3831848999999998,103.8400772
